Source Row,OFFERING_ID,Duplicate Count,PARTNER,SHOW_TITLE,PROP_EP,MPM_LEVEL1_SERIES,MPM_LEVEL2_SEASON,MPM_LEVEL3_EPISODE,CONTROLLING_NETWORK,CFPS_SHOW_ID,CFPS_SEASON_ID,EPISODE_ID,EDIT_ID,PROGRAM_START_DATE,PROGRAM_END_DATE,FIRST_PROGRAM_LAUNCH_DATE,PROGRAM_ASSET_TYPE,ASSET_TITLE_IN_PLAYLIST,PLAYLIST_BRAND,OFFERING_ID,STATUS,EAST_FEED,WEST_FEED,PAVI_ID,WM_TITLES_EDIT_ID,WM_TITLES_TITLE_ID,LAST_UPDATED,MARKET_REGION,MARKET_TERRITORY
5360,79d8d117-9b8d-41f8-8050-4f22e39452ce,2,Max,Taxicab Confessions: The City That Never Sleeps,277636.000,,,,HBOTV,0d9796cc-6499-4965-beb8-24116ac05fb3,32a48f16-fd4a-4cad-b690-eebeb290f86d,e8351712-cd63-4755-8322-9cbdc22617a9,c8aabffd-0560-4967-8e66-7c550ef81dd9,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 2,HBOTV,79d8d117-9b8d-41f8-8050-4f22e39452ce,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD703210,,,2026-06-09 17:22:42.008,US,US
5532,79d8d117-9b8d-41f8-8050-4f22e39452ce,2,Max,Taxicab Confessions: The City That Never Sleeps,277636.000,,,,HBOTV,ddb0dae4-a0ba-4e0d-80f3-5e77a76bcf15,,e8351712-cd63-4755-8322-9cbdc22617a9,c8aabffd-0560-4967-8e66-7c550ef81dd9,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 2,HBOTV,79d8d117-9b8d-41f8-8050-4f22e39452ce,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD703210,,,2026-06-09 17:22:42.008,US,US
10361,8621b034-3b5b-4633-82cb-d71ea806e6b2,2,Max,Taxicab Confessions: The City That Never Sleeps,277635.000,,,,HBOTV,ddb0dae4-a0ba-4e0d-80f3-5e77a76bcf15,,c1a45990-76a3-46b2-96b6-b1db03311bf8,9f32189c-2641-414b-b9bd-392b1ecf184b,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 3,HBOTV,8621b034-3b5b-4633-82cb-d71ea806e6b2,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD703211,,,2026-06-09 17:23:23.774,US,US
19695,8621b034-3b5b-4633-82cb-d71ea806e6b2,2,Max,Taxicab Confessions: The City That Never Sleeps,277635.000,,,,HBOTV,0d9796cc-6499-4965-beb8-24116ac05fb3,32a48f16-fd4a-4cad-b690-eebeb290f86d,c1a45990-76a3-46b2-96b6-b1db03311bf8,9f32189c-2641-414b-b9bd-392b1ecf184b,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 3,HBOTV,8621b034-3b5b-4633-82cb-d71ea806e6b2,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD703211,,,2026-06-09 17:23:23.774,US,US
729,87edabd4-723e-4278-a9e9-b8f4dd7232ea,2,Max,Elizabeth I,230925.000,,,4155915,HBOTV,2fe4d87d-2e81-4d42-bd1b-65be5bf9cc59,437b0993-13dd-41b6-a4ed-1fc7e5024c21,0078788b-1e90-4c19-b254-5023e3bba740,d6dcb8ec-e83d-42bc-9c9b-4755900b5268,2023-02-12 05:00:00.000,2028-02-28 04:59:00.000,2023-02-12 05:00:00.000,episode,Elizabeth I (Part 2),HBOTV,87edabd4-723e-4278-a9e9-b8f4dd7232ea,UPDATE,2023-02-12 05:00:00.000,2023-02-12 02:00:00.000,PROD622648,,,2026-06-25 17:03:57.624,US,US
18693,87edabd4-723e-4278-a9e9-b8f4dd7232ea,2,Max,Elizabeth I,230925.000,,,4155915,HBOTV,dfcfe31d-7da1-4db8-8c6d-b485b2c28d18,,0078788b-1e90-4c19-b254-5023e3bba740,d6dcb8ec-e83d-42bc-9c9b-4755900b5268,2023-02-12 05:00:00.000,2028-02-28 04:59:00.000,2023-02-12 05:00:00.000,episode,Elizabeth I (Part 2),HBOTV,87edabd4-723e-4278-a9e9-b8f4dd7232ea,UPDATE,2023-02-12 05:00:00.000,2023-02-12 02:00:00.000,PROD622648,,,2026-06-25 17:03:57.624,US,US
3598,892c6c8a-fe58-4fc6-ac3b-d94525152822,2,Max,Friends,234644.000,,,,HBOM,52dae4c7-2ab1-4bb9-ab1c-8100fd54e2f9,2a29c257-8a10-40d0-9e50-e09c62f22642,7aac0071-2a96-4c8b-a3eb-8beac03dfc47,3e78036e-9f59-4787-b7b6-b73cf1585b86,2023-03-04 05:00:00.000,2024-09-22 06:59:00.000,2023-03-04 05:00:00.000,episode,The One in Barbados,,892c6c8a-fe58-4fc6-ac3b-d94525152822,UPDATE,2023-03-04 05:00:00.000,2023-03-04 02:00:00.000,,2214493,2214493,2026-06-25 19:36:22.531,US,US
22685,892c6c8a-fe58-4fc6-ac3b-d94525152822,2,Max,Friends,234644.000,1016603,,,HBOM,97609665-1940-424c-bce8-908a6337ef41,,7aac0071-2a96-4c8b-a3eb-8beac03dfc47,3e78036e-9f59-4787-b7b6-b73cf1585b86,2023-03-04 05:00:00.000,2024-09-22 06:59:00.000,2023-03-04 05:00:00.000,episode,The One in Barbados,,892c6c8a-fe58-4fc6-ac3b-d94525152822,UPDATE,2023-03-04 05:00:00.000,2023-03-04 02:00:00.000,,2214493,2214493,2026-06-25 19:36:22.531,US,US
17258,97f03201-fa0a-4b06-930c-848a04ea18cd,2,Max,Taxicab Confessions: America Undercover,277632.000,1048708,,,HBOTV,b3c5ae13-45d6-4aec-aa5d-e16fdb077080,,f38139b8-85b7-4913-8790-fceaaaca91c3,844df64c-3418-4aab-af79-b80aa64296f8,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: America Undercover Part 2,HBOTV,97f03201-fa0a-4b06-930c-848a04ea18cd,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD562749,,,2026-06-09 11:35:26.907,US,US
20928,97f03201-fa0a-4b06-930c-848a04ea18cd,2,Max,Taxicab Confessions: America Undercover,277632.000,,,,HBOTV,b1bcc7c6-6cf5-4ba4-8413-6e68084ed032,42cc2514-90a3-4439-b73c-aa4da8338771,f38139b8-85b7-4913-8790-fceaaaca91c3,844df64c-3418-4aab-af79-b80aa64296f8,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: America Undercover Part 2,HBOTV,97f03201-fa0a-4b06-930c-848a04ea18cd,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD562749,,,2026-06-09 11:35:26.907,US,US
1714,9e200c98-eb47-4015-9b9e-ac72793c8477,2,Max,Taxicab Confessions: America Undercover,256192.000,1048708,,,HBOTV,b3c5ae13-45d6-4aec-aa5d-e16fdb077080,,504d53a9-5916-4b9f-a5a6-d193d2a80786,521209ef-4da6-4032-a3ee-d0505ab8e8a8,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: America Undercover Part 4,HBOTV,9e200c98-eb47-4015-9b9e-ac72793c8477,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD574689,,,2026-06-26 12:20:40.699,US,US
9312,9e200c98-eb47-4015-9b9e-ac72793c8477,2,Max,Taxicab Confessions: America Undercover,256192.000,,,,HBOTV,b1bcc7c6-6cf5-4ba4-8413-6e68084ed032,42cc2514-90a3-4439-b73c-aa4da8338771,504d53a9-5916-4b9f-a5a6-d193d2a80786,521209ef-4da6-4032-a3ee-d0505ab8e8a8,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: America Undercover Part 4,HBOTV,9e200c98-eb47-4015-9b9e-ac72793c8477,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD574689,,,2026-06-26 12:20:40.699,US,US
21021,a75ae236-2321-48db-a076-e59149d64dbb,2,Max,Empire Falls,231034.000,,,4104972,HBOTV,39aaa2d3-4bcd-4efe-8398-f5a4baae47b3,,00ef4512-3807-4a49-b02e-7392bb84c5aa,c0a9d150-3060-4e23-b8cf-fdffb8b75cfe,2023-02-04 05:00:00.000,2028-02-28 04:59:00.000,2023-02-04 05:00:00.000,episode,Empire Falls (Part 1),HBOTV,a75ae236-2321-48db-a076-e59149d64dbb,UPDATE,2023-02-04 05:00:00.000,2023-02-04 02:00:00.000,PROD604391,,,2026-06-09 10:59:08.425,US,US
22708,a75ae236-2321-48db-a076-e59149d64dbb,2,Max,Empire Falls,231034.000,,,4104972,HBOTV,9f3e238a-e0d3-4e24-96b0-bd5487ef662f,d10e4289-8b36-4360-97d1-80549794d301,00ef4512-3807-4a49-b02e-7392bb84c5aa,c0a9d150-3060-4e23-b8cf-fdffb8b75cfe,2023-02-04 05:00:00.000,2028-02-28 04:59:00.000,2023-02-04 05:00:00.000,episode,Empire Falls (Part 1),HBOTV,a75ae236-2321-48db-a076-e59149d64dbb,UPDATE,2023-02-04 05:00:00.000,2023-02-04 02:00:00.000,PROD604391,,,2026-06-09 10:59:08.425,US,US
5580,a84d89d3-a8fd-4cb9-a275-89791bc2c547,2,Max,When the Levees Broke:  A Requiem in Four Acts,233489.000,,,,HBOTV,fe2c8c9e-270a-4bb4-9946-3456414f00fb,,a43569bf-16e9-47b2-b6c3-5fa2007037d2,39ce68cd-e1bc-441e-9d3e-b70586c64aad,2026-02-07 00:00:00.000,2026-03-25 23:59:59.000,2026-02-07 00:00:00.000,episode,Part 1,HBOTV,a84d89d3-a8fd-4cb9-a275-89791bc2c547,UPDATE,2026-02-07 00:00:00.000,2026-02-06 21:00:00.000,PROD631100,,,2026-06-29 16:41:54.773,US,US
11755,a84d89d3-a8fd-4cb9-a275-89791bc2c547,2,Max,When the Levees Broke:  A Requiem in Four Acts,233489.000,,,,HBOTV,0efe1317-8a8e-413f-b66c-ee87672012f9,0b7ceb86-b227-47d0-80c4-36eef076dddb,a43569bf-16e9-47b2-b6c3-5fa2007037d2,39ce68cd-e1bc-441e-9d3e-b70586c64aad,2026-02-07 00:00:00.000,2026-03-25 23:59:59.000,2026-02-07 00:00:00.000,episode,Part 1,HBOTV,a84d89d3-a8fd-4cb9-a275-89791bc2c547,UPDATE,2026-02-07 00:00:00.000,2026-02-06 21:00:00.000,PROD631100,,,2026-06-29 16:41:54.773,US,US
18151,c635cb9c-94dc-415f-9ac1-5fde67bfc2e7,2,Max,Friends,236165.000,,,,HBOM,52dae4c7-2ab1-4bb9-ab1c-8100fd54e2f9,4d1ce724-9cd4-4110-8879-e255f3fee5c7,f9725d3d-3b40-4455-b9f6-69ac1da276b9,a7a195dd-2dd6-4a20-a262-0a22e66f097a,2023-04-13 04:00:00.000,2024-09-22 06:59:00.000,2023-04-13 04:00:00.000,episode,The Last One,,c635cb9c-94dc-415f-9ac1-5fde67bfc2e7,UPDATE,2023-04-13 04:00:00.000,2023-04-13 01:00:00.000,,2214494,2214494,2026-06-25 22:47:27.021,US,US
18700,c635cb9c-94dc-415f-9ac1-5fde67bfc2e7,2,Max,Friends,236165.000,1016603,,,HBOM,97609665-1940-424c-bce8-908a6337ef41,,f9725d3d-3b40-4455-b9f6-69ac1da276b9,a7a195dd-2dd6-4a20-a262-0a22e66f097a,2023-04-13 04:00:00.000,2024-09-22 06:59:00.000,2023-04-13 04:00:00.000,episode,The Last One,,c635cb9c-94dc-415f-9ac1-5fde67bfc2e7,UPDATE,2023-04-13 04:00:00.000,2023-04-13 01:00:00.000,,2214494,2214494,2026-06-25 22:47:27.021,US,US
51,cf1ec55d-c265-4577-89d2-8f28e642e2dc,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,fe2c8c9e-270a-4bb4-9946-3456414f00fb,,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2026-03-26 00:00:01.000,2100-12-31 23:59:00.000,2026-02-07 00:00:00.000,episode,Part 2,HBOTV,cf1ec55d-c265-4577-89d2-8f28e642e2dc,UPDATE,2026-03-26 00:00:01.000,2026-03-25 21:00:01.000,PROD631101,,,2026-06-29 16:41:55.364,US,US
2682,cf1ec55d-c265-4577-89d2-8f28e642e2dc,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,0efe1317-8a8e-413f-b66c-ee87672012f9,0b7ceb86-b227-47d0-80c4-36eef076dddb,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2026-03-26 00:00:01.000,2100-12-31 23:59:00.000,2026-02-07 00:00:00.000,episode,Part 2,HBOTV,cf1ec55d-c265-4577-89d2-8f28e642e2dc,UPDATE,2026-03-26 00:00:01.000,2026-03-25 21:00:01.000,PROD631101,,,2026-06-29 16:41:55.364,US,US
4306,d1bad523-3a18-4918-9b2e-66ac36d78a2f,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,0efe1317-8a8e-413f-b66c-ee87672012f9,0b7ceb86-b227-47d0-80c4-36eef076dddb,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2023-02-11 05:00:00.000,2028-02-28 04:59:00.000,2023-02-11 05:00:00.000,episode,Part 2,HBOTV,d1bad523-3a18-4918-9b2e-66ac36d78a2f,UPDATE,2023-02-11 05:00:00.000,2023-02-11 02:00:00.000,PROD631101,,,2026-06-09 11:17:58.643,US,US
8545,d1bad523-3a18-4918-9b2e-66ac36d78a2f,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,fe2c8c9e-270a-4bb4-9946-3456414f00fb,,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2023-02-11 05:00:00.000,2028-02-28 04:59:00.000,2023-02-11 05:00:00.000,episode,Part 2,HBOTV,d1bad523-3a18-4918-9b2e-66ac36d78a2f,UPDATE,2023-02-11 05:00:00.000,2023-02-11 02:00:00.000,PROD631101,,,2026-06-09 11:17:58.643,US,US
4388,da7279f3-cb6a-464b-a725-8c445c6c2446,2,Max,A Knight of the Seven Kingdoms Podcast,291373.000,,,,HBOTV,45c37192-56a9-4125-912b-1fb4b362ca32,c0e8377a-d878-4d71-ab5b-ff23cd854eb8,c61ad692-0e95-43da-ac57-04cc26f0a576,2da79c30-cfc4-4fd9-9507-ee86ea5c6315,2026-04-17 07:01:00.000,2101-01-01 04:59:00.000,2026-04-17 07:01:00.000,episode,Bonus Episode: The 15 Year Anniversary of Game of Thrones,HBOTV,da7279f3-cb6a-464b-a725-8c445c6c2446,UPDATE,2026-04-17 07:01:00.000,2026-04-17 04:01:00.000,,,,2026-06-26 12:01:36.870,US,US
10153,da7279f3-cb6a-464b-a725-8c445c6c2446,2,Max,Bonus Episode: The 15 Year Anniversary of Game of Thrones,291373.000,,,,HBOTV,1ff2c844-19c1-40ee-bcc6-b95292a936b2,,c61ad692-0e95-43da-ac57-04cc26f0a576,2da79c30-cfc4-4fd9-9507-ee86ea5c6315,2026-04-17 07:01:00.000,2101-01-01 04:59:00.000,2026-04-17 07:01:00.000,episode,Bonus Episode: The 15 Year Anniversary of Game of Thrones,HBOTV,da7279f3-cb6a-464b-a725-8c445c6c2446,UPDATE,2026-04-17 07:01:00.000,2026-04-17 04:01:00.000,,,,2026-06-26 12:01:36.870,US,US
6327,dc0629ae-3b40-4cb2-b50b-b806b93aed6b,2,Max,Euphoria Special Episodes,231236.000,,,,HBOTV,0afbc4f2-c245-4b69-a61e-e42fe56e9cf3,9968de68-d48e-4ef2-bc6d-fd717e646957,5ac5785b-c0c6-4176-84c7-941e2e496509,d58bd0ca-3275-414d-965e-f4955fba15e0,2023-05-12 21:15:00.000,2101-01-01 04:59:00.000,2023-05-12 21:15:00.000,episode,Euphoria: Trouble Don't Last Always,HBOTV,dc0629ae-3b40-4cb2-b50b-b806b93aed6b,UPDATE,2023-05-12 21:15:00.000,2023-05-12 18:15:00.000,PROD820911,,,2026-06-09 17:22:40.838,US,US
24023,dc0629ae-3b40-4cb2-b50b-b806b93aed6b,2,Max,Euphoria,231236.000,,,,HBOTV,ef29f91d-511c-4646-abe6-532e98c5cd89,,5ac5785b-c0c6-4176-84c7-941e2e496509,d58bd0ca-3275-414d-965e-f4955fba15e0,2023-05-12 21:15:00.000,2101-01-01 04:59:00.000,2023-05-12 21:15:00.000,episode,Euphoria: Trouble Don't Last Always,HBOTV,dc0629ae-3b40-4cb2-b50b-b806b93aed6b,UPDATE,2023-05-12 21:15:00.000,2023-05-12 18:15:00.000,PROD820911,,,2026-06-09 17:22:40.838,US,US
3390,dd4eb9d8-dd10-4d6f-bf9d-13b561d58ba5,2,Max,Euphoria Special Episodes,231240.000,,,,HBOTV,0afbc4f2-c245-4b69-a61e-e42fe56e9cf3,9968de68-d48e-4ef2-bc6d-fd717e646957,6b4c9a9a-59c1-41ec-8063-db01a3b3c776,c0c17914-f026-48dc-8579-8670cd45e954,2026-03-01 00:00:01.000,2099-12-31 23:59:00.000,2025-10-25 23:00:00.000,episode,Euphoria: F*ck Anyone Who's Not a Sea Blob,HBOTV,dd4eb9d8-dd10-4d6f-bf9d-13b561d58ba5,UPDATE,2026-03-01 00:00:01.000,2026-02-28 21:00:01.000,PROD821137,2442197,,2026-06-26 15:02:20.532,US,US
9319,dd4eb9d8-dd10-4d6f-bf9d-13b561d58ba5,2,Max,Euphoria,231240.000,,,,HBOTV,ef29f91d-511c-4646-abe6-532e98c5cd89,,6b4c9a9a-59c1-41ec-8063-db01a3b3c776,c0c17914-f026-48dc-8579-8670cd45e954,2026-03-01 00:00:01.000,2099-12-31 23:59:00.000,2025-10-25 23:00:00.000,episode,Euphoria: F*ck Anyone Who's Not a Sea Blob,HBOTV,dd4eb9d8-dd10-4d6f-bf9d-13b561d58ba5,UPDATE,2026-03-01 00:00:01.000,2026-02-28 21:00:01.000,PROD821137,2442197,,2026-06-26 15:02:20.532,US,US
4270,e5479ac9-e96f-48e6-8f01-2d384e6d87ab,2,Max,The War on Government: A Fareed Zakaria Special,279852.000,,,,HBOM,64303f25-58c2-40a2-99e4-6d0ff6a208d7,,4d02ae1d-9690-4f93-b76e-6238e802b904,92c86cc1-563c-4815-a71d-9e158df6c725,2025-05-06 07:01:00.000,2028-01-01 04:59:00.000,2025-05-06 07:01:00.000,episode,The War on Government: A Fareed Zakaria Special,,e5479ac9-e96f-48e6-8f01-2d384e6d87ab,UPDATE,2025-05-06 07:01:00.000,2025-05-06 04:01:00.000,,,2563715,2026-06-26 00:51:40.722,US,US
19622,e5479ac9-e96f-48e6-8f01-2d384e6d87ab,2,Max,Fareed Zakaria Documentaries,279852.000,,,,HBOM,1de52799-4fd3-4909-b9b3-8898c614b542,e194b199-020b-4a10-8359-58a901b119d1,4d02ae1d-9690-4f93-b76e-6238e802b904,92c86cc1-563c-4815-a71d-9e158df6c725,2025-05-06 07:01:00.000,2028-01-01 04:59:00.000,2025-05-06 07:01:00.000,episode,The War on Government: A Fareed Zakaria Special,,e5479ac9-e96f-48e6-8f01-2d384e6d87ab,UPDATE,2025-05-06 07:01:00.000,2025-05-06 04:01:00.000,,,2563715,2026-06-26 00:51:40.722,US,US
2773,eb1b8786-beb4-4c8c-b491-64772d16bd06,2,Max,Taxicab Confessions: The City That Never Sleeps,256169.000,,,,HBOTV,0d9796cc-6499-4965-beb8-24116ac05fb3,32a48f16-fd4a-4cad-b690-eebeb290f86d,09015302-58f9-4d87-8849-ecf749594592,d2651181-e955-4c7d-a586-f891c2353183,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 1,HBOTV,eb1b8786-beb4-4c8c-b491-64772d16bd06,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD734224,,,2026-06-09 17:23:23.141,US,US
16487,eb1b8786-beb4-4c8c-b491-64772d16bd06,2,Max,Taxicab Confessions: The City That Never Sleeps,256169.000,,,,HBOTV,ddb0dae4-a0ba-4e0d-80f3-5e77a76bcf15,,09015302-58f9-4d87-8849-ecf749594592,d2651181-e955-4c7d-a586-f891c2353183,2024-11-27 16:00:00.000,2101-01-01 04:59:00.000,2024-11-27 16:00:00.000,episode,Taxicab Confessions: The City That Never Sleeps Part 1,HBOTV,eb1b8786-beb4-4c8c-b491-64772d16bd06,UPDATE,2024-11-27 16:00:00.000,2024-11-27 13:00:00.000,PROD734224,,,2026-06-09 17:23:23.141,US,US
260,fb43c6dc-91ed-4074-8b7f-01fda0c20986,2,Max,Elizabeth I,230908.000,,,4155914,HBOTV,dfcfe31d-7da1-4db8-8c6d-b485b2c28d18,,6686690f-97ee-4d0a-8e6f-12b7d6504cf9,0e95705c-46a7-49df-80c5-520a58eb666c,2023-02-04 05:00:00.000,2028-02-28 04:59:00.000,2023-02-04 05:00:00.000,episode,Elizabeth I (Part 1),HBOTV,fb43c6dc-91ed-4074-8b7f-01fda0c20986,UPDATE,2023-02-04 05:00:00.000,2023-02-04 02:00:00.000,PROD621574,,,2026-06-25 17:04:00.433,US,US
22379,fb43c6dc-91ed-4074-8b7f-01fda0c20986,2,Max,Elizabeth I,230908.000,,,4155914,HBOTV,2fe4d87d-2e81-4d42-bd1b-65be5bf9cc59,437b0993-13dd-41b6-a4ed-1fc7e5024c21,6686690f-97ee-4d0a-8e6f-12b7d6504cf9,0e95705c-46a7-49df-80c5-520a58eb666c,2023-02-04 05:00:00.000,2028-02-28 04:59:00.000,2023-02-04 05:00:00.000,episode,Elizabeth I (Part 1),HBOTV,fb43c6dc-91ed-4074-8b7f-01fda0c20986,UPDATE,2023-02-04 05:00:00.000,2023-02-04 02:00:00.000,PROD621574,,,2026-06-25 17:04:00.433,US,US
3656,ff3ffb51-eafe-4d98-a933-3584a735da84,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,0efe1317-8a8e-413f-b66c-ee87672012f9,0b7ceb86-b227-47d0-80c4-36eef076dddb,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2026-02-07 00:00:00.000,2026-03-25 23:59:59.000,2026-02-07 00:00:00.000,episode,Part 2,HBOTV,ff3ffb51-eafe-4d98-a933-3584a735da84,UPDATE,2026-02-07 00:00:00.000,2026-02-06 21:00:00.000,PROD631101,,,2026-06-29 16:41:55.364,US,US
15619,ff3ffb51-eafe-4d98-a933-3584a735da84,2,Max,When the Levees Broke:  A Requiem in Four Acts,233490.000,,,,HBOTV,fe2c8c9e-270a-4bb4-9946-3456414f00fb,,1e006932-d341-4b11-99e3-6b64759c635b,ed21fe10-2594-41e3-b58f-d4f93b1ba3c8,2026-02-07 00:00:00.000,2026-03-25 23:59:59.000,2026-02-07 00:00:00.000,episode,Part 2,HBOTV,ff3ffb51-eafe-4d98-a933-3584a735da84,UPDATE,2026-02-07 00:00:00.000,2026-02-06 21:00:00.000,PROD631101,,,2026-06-29 16:41:55.364,US,US
